Date,Nifty Bank,Nifty IT,Nifty FMCG,Nifty Auto,Nifty Pharma,Nifty Metal,Nifty Realty,Nifty Energy,Nifty Infra,Nifty PSU Bank,Nifty MNC,Nifty Service,Nifty Media,Nifty Commodities
2008-02-26,173.88130564181466,77.31532305154802,167.58807950569013,72.51868726337592,91.4357788981919,74.00765035715608,8.78327862789875,171.33729762924355,68.25026864054256,81.28383526151994,94.96274567900232,130.60862048455877,26.25586267342246,49.28189336041874
2008-02-27,173.23491990283674,77.46593093287292,167.28124951191472,72.38591583698776,91.26837296124857,73.87215285061863,8.767197691028569,171.02360334907675,68.12531208298837,81.13501609287205,94.78888236633998,130.36949463307522,26.207791914425663,49.191665206497426
2008-02-28,172.56938924988057,77.43059053892468,166.90746115133658,72.2241701967047,91.06443465016255,73.70708622786817,8.747607471196067,170.64145273445294,67.9730867212597,80.95372067130316,94.57707751048119,130.07818523760812,26.149230852724795,49.08174689858608
2008-02-29,172.0686350016758,77.06114276300765,166.0205144959784,71.840370780249,90.58051802248221,73.31540659200859,8.701122663773775,169.73466363872132,67.6118775727536,80.52353240234909,94.07449469007982,129.38694944421871,26.010273776240457,48.820926375941106
2008-03-03,171.1070507634879,76.84903999392279,165.72651317291363,71.71315057422217,90.42011138705313,73.18557428420903,8.68571407656957,169.43408502751026,67.49214549312697,80.38093541585008,93.90790066409753,129.15782152927758,25.96421287270267,48.73447069309161
2008-03-04,169.79070816826626,76.78802727046794,165.89346368286078,71.78539337248701,90.51119930905509,73.25930038097893,8.694463940224916,169.6047704921122,67.56013611147633,80.46191001611639,94.00250213494112,129.28793326429903,25.990368847968693,48.78356509916125
2008-03-05,168.27456424769574,77.06768665161624,166.5664125053826,72.07659168055676,90.87835907320652,73.55647761048326,8.729733137341793,170.2927742751602,67.83419461285611,80.78830471787941,94.38382441082503,129.81239131421236,26.095799090516305,48.98145621532153
2008-03-07,166.51999444083307,77.36986651288824,167.85559800455937,72.63444782590453,91.58173654855662,74.1257877305706,8.797299252280965,171.6108009523754,68.35921558633962,81.41358750676099,95.11433337693097,130.81710919207586,26.297774538452654,49.36056135501657
2008-03-10,164.61168150929956,77.59342911024679,169.01053915239024,73.13421377676563,92.21187052792416,74.6358149407628,8.857829630874383,172.791580013594,68.82956552910387,81.97375888812611,95.7687736140837,131.71720465533295,26.478718053425634,49.70018984561591
2008-03-11,162.66422665644458,77.65300916802731,170.00190438060147,73.56319718155487,92.75275775618913,75.0736062884655,8.90978700783743,173.80512369561671,69.2332991558981,82.45459241836052,96.33052457106892,132.4898183473983,26.63403428694234,49.991716281159775
